3.5,0.6,-1.24,3.07,-1.34,-1.57,-0.84,1.22,-1.85,-3.97,-1.74,-0.24,1.52,-2.59,1.53,1.77,-1.79,3.81,3.11,-3.01,-1.37,-0.88,-2.34,-3.62,-1.43,-3.88,-3.21,-0.82,1.07,-1.52,2.65,-1.5,-2.75,1.09,-2.26,2.97,-0.07,-2.66,0.76,-1.88,0.3,-2.48,-2.73,1.14,-2.22,-0.82,-1.04,-2.7,-1.89,-1.67,0.5
1.35,1.53,-3.48,-1.19,3.61,3.07,-0.64,-1.55,0.06,2.08,-2.85,-0.61,1.95,1.59,-3.49,-0.08,3.21,1.95,3.28,3.26,2.22,2.3,-3.5,3.18,3.87,-2.69,-0.46,0.39,-0.26,-2.17,-1.03,-2.31,0.29,-1.68,3.76,-2.77,3.9,-2.61,-3.79,-0.23,-3.15,3.03,2.89,3.12,-1.16,-2.82,-1.87,0.02,-1.46,0.77,2.88
-0.24,-3.63,-3.99,-3.81,2.31,-2.9,-3.08,1.45,-2.71,-3.87,2.37,-3.8,3.16,-0.02,-3.77,3.94,-2.43,3.74,0.11,0.74,-2.47,-1.8,0.31,0.38,1.83,2.33,1.19,-2,-1.48,-2.18,-0.55,0.28,2.97,3.77,-3.38,-2.08,3.65,1.21,0.68,-0.05,2.3,-1.97,1.78,3.77,-2.32,-0.12,-1.45,-3,-3.32,1.5,-0.24
-2.92,3.06,-1.29,-2.04,-3.89,-0.98,-2.93,-0.62,-3.1,-3.8,-0.92,3.77,3.42,-3.54,-1.75,3.51,2.15,-2.77,-1.14,-0.46,-0.34,-1.8,1.68,2.64,-3.03,1.98,-3.36,-1.04,1.37,1.17,-3.81,1.28,-0.36,-2.6,1.37,-0.6,-1.16,-2.92,0.29,3.35,-4,2.31,0.23,-1.43,-3.17,0.9,-0.64,-1.18,1.78,-0.25,3.36
2.37,0.35,2.5,-0.48,-2.47,0.92,-1.33,-4,-0.38,1.68,2.7,1.4,1.73,1.99,3.6,2.95,2.57,-3.25,2.75,0.61,-0.95,-3.42,-0.11,3.22,1,-1.51,0.04,-3.61,-1.82,1.07,-1.7,-0.2,3.46,3.25,-2.08,-0.21,2.27,-0.26,-0.25,-2.89,-1.61,-3.5,-0.98,-1.47,2.86,0.53,-0.46,-2.95,-3.8,2.47,2.56
2.89,3.22,-3.23,-1.42,1.25,-1.99,3.05,1.23,0.17,2.14,1.85,1.52,-3.39,-1.33,-1.2,3.31,-1.91,0.05,3.3,3.63,-2.34,-1.45,2.99,-0.93,-2.06,2.02,-2.32,3.16,3.6,3.97,1.89,3.22,2.58,2.34,3.16,-3.93,0.55,-3.91,3.68,-2.73,3.76,-0.01,3.69,0.34,-2.49,3.48,-1.89,1.81,3.5,-2.24,1.51
1.83,1.44,1.93,-2.94,-0.14,-1.7,-0.32,1.31,-1.93,-3.52,-1.49,1.74,-2.44,3.09,0.05,1,-2.88,-1.79,3.51,3.9,3.75,-3.62,-1.18,-3.58,1.21,0.04,1.75,-1.26,-2.92,-0.67,2.72,-2.3,-2.72,3.35,1.7,-2.48,2.62,-1.66,2.88,-3.69,0.35,-1.3,-0.33,3.02,-2.54,-1.75,1.27,0.98,-0.01,1.2,1.21
-3.39,-2.08,0.14,3.75,1.93,3.82,1.44,-1.37,3.05,-3.76,-0.67,-1.74,-0.31,2.96,1.16,1.46,-2.72,-2.51,-3.99,-1.18,2.58,-2.2,3.03,-2.28,3.56,-1.89,3.79,-0.23,-2.89,1.14,-3.45,-3.4,3.31,0.49,1.05,-3.43,-1.36,3.06,2.86,2.7,3.37,1.06,2.93,3.92,0.16,2.68,-1.71,-0.27,3.89,-1.34,3.61
-3.13,3.74,-1.24,2.27,-3.26,0.38,3.57,1.67,0.12,-0.87,2.83,3.04,0.18,2.44,3.47,1.98,0.54,-2.54,0.57,-0.5,-2.87,-2.75,-2.61,-0.24,-0.82,3.4,-1.96,0.48,3.41,0.68,3.02,-3.51,3.4,0.17,-1.9,1.62,2.05,0.67,0.56,-0.14,-1.57,2.64,2.99,-0.02,-2.93,-3.76,-0.43,1.86,-2.84,-3.82,-1.07
-3.84,-2.11,-2.36,-0.16,2.21,2.25,-0.41,-2.34,0.53,-1.99,2.69,3.27,-1.21,-3.65,1.74,1.92,1.38,3.7,-3.57,1.85,2.97,1.73,0.02,1.26,-2.38,-0.82,-1.65,1.32,-1.26,-0.86,1.66,2.65,3.16,3.44,-3.42,3.9,2.31,-0.2,3.6,-0.08,0.52,-2.92,-1.33,1,0.46,-2.25,3.7,-1.24,-2.56,-3.25,0.9
1.38,2.49,3.17,2.46,-2.2,-3.26,2.12,-2.96,3.54,-1.21,2.19,-0.71,-2.09,2.21,3.28,-3.61,1.53,1.52,-2.07,3.85,-1.92,-1.17,-2.71,3.99,-0.72,1.2,0.28,0.1,3.77,3.59,1.24,1.87,-1.31,-0.35,1.39,1.3,1.53,0.15,0.57,-0.59,-0.82,-2.82,2.07,-0.79,-1.17,3.41,-2.2,-3.49,0.63,-1.09,-0.76
-1.51,-0.59,-2.55,1.01,-1.75,-0.71,2.19,-3.91,-2.88,-3.01,0.91,-2.65,1.7,0.43,3.48,-2.57,2.82,-0.94,2.71,-1.43,2.84,0.62,1.71,-0.57,-1.62,-2.84,-2.16,2.16,-0.36,0.3,-2.32,0.24,0.06,0.57,3.03,2.69,2.19,1.47,1.6,0.41,0.81,-3.69,-1.9,1.71,-3.87,2.63,-0.49,0.22,0.89,0.83,-0.71
2.15,0.44,3.91,0.91,3.77,-2.51,-0.61,-3.15,3.64,-2.35,1.19,-0.14,0.68,-3.77,-3.83,-3.89,-2.35,1.52,-2.5,3.05,-2.41,1.64,-1.29,3.35,-3.1,-0.37,1.97,1.1,-1.6,2.74,-1.86,-0.19,-3.43,-1.46,3.66,2.93,-3.26,2.25,0.22,-1.22,-0.65,0.05,-2.78,-1.27,-1.31,3.67,-0.46,1.3,2.12,2.58,-2.78
-2.52,-0.62,-1.42,-3.12,-3.97,3.24,2.23,-0.05,1.69,0,3.38,-0.39,2.74,-0.68,-4,3.28,1.41,2.47,1.57,-3.28,-0.26,3.5,1.69,-1.87,-0.74,-2.88,0.3,-3.26,1.87,2.97,0.4,2.26,-3.09,-2.02,-0.44,0.53,-3.06,1.04,3.75,-0.46,0.54,-2.06,0.4,3.21,-1.58,3.76,3.86,2.97,-1.93,-0.17,1.07
